rank,freq,Wort,Wortart,"Hörbeispiele",Synonyme,"Gegenwörter","Übersetzung",pronunciation_url
15568,168,Puppenspieler,Substantiv,"",NYI,NYI,"puppeteer, puppet master",""
15570,168,Mythen,"Deklinierte Form","",NYI,NYI,"",""
15571,168,"Pfütze",Substantiv,"De-Pfütze.ogg",NYI,NYI,"puddle, pool","https://commons.wikimedia.org/wiki/Special:FilePath/De-Pfütze.ogg"
15572,168,Verleumdung,Substantiv,De-Verleumdung.ogg,NYI,NYI,"calumny, defamation, libel, slander",https://commons.wikimedia.org/wiki/Special:FilePath/De-Verleumdung.ogg
15574,168,bums,"Konjugierte Form","",NYI,NYI,"",""
15576,168,"Glückseligkeit",Substantiv,"De-Glückseligkeit.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Glückseligkeit.ogg"
15577,168,auflesen,Verb,"",NYI,NYI,"pick up",""
15578,168,poetisch,Adjektiv,De-poetisch.ogg,NYI,NYI,poetic,https://commons.wikimedia.org/wiki/Special:FilePath/De-poetisch.ogg
15579,168,Liebespaar,Substantiv,De-Liebespaar.ogg,NYI,NYI,couple,https://commons.wikimedia.org/wiki/Special:FilePath/De-Liebespaar.ogg
15581,167,schnuppern,Verb,De-schnuppern.ogg,NYI,NYI,sniff,https://commons.wikimedia.org/wiki/Special:FilePath/De-schnuppern.ogg
15582,167,optimal,Adjektiv,De-optimal.ogg,NYI,NYI,"optimum, optimal",https://commons.wikimedia.org/wiki/Special:FilePath/De-optimal.ogg
15585,167,"bändigen",Verb,"De-bändigen.ogg",NYI,NYI,tame,"https://commons.wikimedia.org/wiki/Special:FilePath/De-bändigen.ogg"
15586,167,Favoriten,Toponym,"}}, ''wienerisch:'' {{Audio",NYI,NYI,Favoriten,"https://commons.wikimedia.org/wiki/Special:FilePath/}}, ''wienerisch:'' {{Audio"
15587,167,"Förster",Substantiv,"De-Förster.ogg",NYI,NYI,ranger,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Förster.ogg"
15588,167,"säbel","Konjugierte Form","",NYI,NYI,"",""
15590,167,Rupien,"Deklinierte Form","",NYI,NYI,"",""
15591,167,umschauen,Verb,"",NYI,NYI,"",""
15592,167,verdunkeln,Verb,De-verdunkeln.ogg,NYI,NYI,darken,https://commons.wikimedia.org/wiki/Special:FilePath/De-verdunkeln.ogg
15594,167,Helme,Toponym,De-Helme.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Helme.ogg
15595,167,Cupcake,Substantiv,De-Cupcake.ogg,NYI,NYI,"cup, cake, cupcake",https://commons.wikimedia.org/wiki/Special:FilePath/De-Cupcake.ogg
15596,167,Bade,"Deklinierte Form",De-Bade.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bade.ogg
15597,167,unwissend,Adjektiv,De-unwissend.ogg,NYI,NYI,unaware,https://commons.wikimedia.org/wiki/Special:FilePath/De-unwissend.ogg
15598,167,Lore,Vorname,De-Lore.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Lore.ogg
15599,167,unerfahren,Adjektiv,De-unerfahren.ogg,NYI,NYI,"inexperienced, virginal",https://commons.wikimedia.org/wiki/Special:FilePath/De-unerfahren.ogg
15600,167,orientieren,Verb,De-orientieren.ogg,NYI,NYI,"orientate oneself, orient, inform",https://commons.wikimedia.org/wiki/Special:FilePath/De-orientieren.ogg
15601,167,Ortes,"Deklinierte Form","",NYI,NYI,"",""
15602,167,Sozialismus,Substantiv,De-Sozialismus.ogg,NYI,NYI,socialism,https://commons.wikimedia.org/wiki/Special:FilePath/De-Sozialismus.ogg
15603,167,"Gedächtnisverlust",Substantiv,"De-Gedächtnisverlust.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Gedächtnisverlust.ogg"
15604,167,Inschrift,Substantiv,"LL-Q188 (deu)-Lucas Werkmeister-Inschrift.wav",NYI,NYI,inscription,"https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Lucas Werkmeister-Inschrift.wav"
15605,167,"kämmen",Verb,"De-kämmen.ogg",NYI,NYI,comb,"https://commons.wikimedia.org/wiki/Special:FilePath/De-kämmen.ogg"
15607,167,"Nächstenliebe",Substantiv,"De-Nächstenliebe.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Nächstenliebe.ogg"
15608,167,johlen,Verb,"",NYI,NYI,"bawl, yell",""
15610,167,Ulrich,Vorname,De-Ulrich.ogg,NYI,NYI,Ulric,https://commons.wikimedia.org/wiki/Special:FilePath/De-Ulrich.ogg
15611,167,kies,"Konjugierte Form","",NYI,NYI,"",""
15614,167,signalisieren,Verb,De-signalisieren.ogg,NYI,NYI,signal,https://commons.wikimedia.org/wiki/Special:FilePath/De-signalisieren.ogg
15615,167,Feuerschutz,Substantiv,De-Feuerschutz.ogg,NYI,NYI,"fire precautions, covering fire",https://commons.wikimedia.org/wiki/Special:FilePath/De-Feuerschutz.ogg
15616,167,"Fälschungen","Deklinierte Form","De-Fälschungen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Fälschungen.ogg"
15618,167,Einzelkind,Substantiv,De-Einzelkind.ogg,NYI,NYI,"only child",https://commons.wikimedia.org/wiki/Special:FilePath/De-Einzelkind.ogg
15619,167,Mietwagen,Substantiv,"",NYI,NYI,"",""
15620,167,unordentlich,Adjektiv,De-unordentlich.ogg,NYI,NYI,"untidy, messy",https://commons.wikimedia.org/wiki/Special:FilePath/De-unordentlich.ogg
15621,167,Fluchtversuch,Substantiv,De-Fluchtversuch.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Fluchtversuch.ogg
15622,167,"Größen","Deklinierte Form","De-Größen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Größen.ogg"
15623,167,Brote,"Deklinierte Form",De-Brote.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Brote.ogg
15624,167,Parole,Substantiv,De-Parole.ogg,NYI,NYI,slogan,https://commons.wikimedia.org/wiki/Special:FilePath/De-Parole.ogg
15627,167,Eroberer,Substantiv,De-Eroberer.ogg,NYI,NYI,conqueror,https://commons.wikimedia.org/wiki/Special:FilePath/De-Eroberer.ogg
15628,167,Protein,Substantiv,De-Protein.ogg,NYI,NYI,protein,https://commons.wikimedia.org/wiki/Special:FilePath/De-Protein.ogg
15629,167,"Führers","Deklinierte Form","",NYI,NYI,"",""
15630,167,"Rüpel",Substantiv,"De-Rüpel.ogg",NYI,NYI,rowdy,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Rüpel.ogg"
15631,167,pensionieren,Verb,"",NYI,NYI,"pension off, retire",""
15632,167,Nahrungsmittel,Substantiv,De-Nahrungsmittel.ogg,NYI,NYI,food,https://commons.wikimedia.org/wiki/Special:FilePath/De-Nahrungsmittel.ogg
15633,167,Moos,Substantiv,De-Moos2.ogg,NYI,NYI,"moss, bog",https://commons.wikimedia.org/wiki/Special:FilePath/De-Moos2.ogg
15635,167,fidel,Adjektiv,De-fidel.ogg,NYI,NYI,"merry, jolly",https://commons.wikimedia.org/wiki/Special:FilePath/De-fidel.ogg
15636,167,vorstellbar,Adjektiv,De-vorstellbar.ogg,NYI,NYI,"imaginable, conceivable",https://commons.wikimedia.org/wiki/Special:FilePath/De-vorstellbar.ogg
15638,167,Syrien,Toponym,De-Syrien.ogg,NYI,NYI,Syria,https://commons.wikimedia.org/wiki/Special:FilePath/De-Syrien.ogg
15640,167,einerseits,Adverb,De-einerseits.ogg,NYI,NYI,"on the one hand, on one side",https://commons.wikimedia.org/wiki/Special:FilePath/De-einerseits.ogg
15641,167,Jahrbuch,Substantiv,De-Jahrbuch.ogg,NYI,NYI,yearbook,https://commons.wikimedia.org/wiki/Special:FilePath/De-Jahrbuch.ogg
15644,167,Lichtung,Substantiv,De-Lichtung.ogg,NYI,NYI,"clearing, glade",https://commons.wikimedia.org/wiki/Special:FilePath/De-Lichtung.ogg
15645,167,nagen,Verb,De-nagen.ogg,NYI,NYI,"gnaw, eat",https://commons.wikimedia.org/wiki/Special:FilePath/De-nagen.ogg
15648,166,DVDs,"Deklinierte Form","",NYI,NYI,"",""
15650,166,Bruchbude,Substantiv,De-Bruchbude.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bruchbude.ogg
15652,166,smart,Adjektiv,De-smart.ogg,NYI,NYI,smart,https://commons.wikimedia.org/wiki/Special:FilePath/De-smart.ogg
15653,166,"Rückruf",Substantiv,"De-Rückruf.ogg",NYI,NYI,"recall, callback","https://commons.wikimedia.org/wiki/Special:FilePath/De-Rückruf.ogg"
15654,166,Patrouillen,"Deklinierte Form",De-Patrouillen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Patrouillen.ogg
15655,166,Entwicklungen,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Entwicklungen.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Entwicklungen.wav"
15658,166,weglegen,Verb,De-weglegen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-weglegen.ogg
15660,166,Wahrheiten,"Deklinierte Form","",NYI,NYI,"",""
15661,166,entzwei,Adjektiv,De-entzwei.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-entzwei.ogg
15662,166,Anordnungen,"Deklinierte Form","",NYI,NYI,"",""
15663,166,"Schlägen","Deklinierte Form","",NYI,NYI,"",""
15664,166,Denkweise,Substantiv,De-Denkweise.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Denkweise.ogg
15665,166,"beschämend",Adjektiv,"De-beschämend.ogg",NYI,NYI,"shameful, disgraceful","https://commons.wikimedia.org/wiki/Special:FilePath/De-beschämend.ogg"
15666,166,Linsen,"Deklinierte Form",De-Linsen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Linsen.ogg
15669,166,"Eingangstür",Substantiv,"De-Eingangstür.ogg",NYI,NYI,"entrance door","https://commons.wikimedia.org/wiki/Special:FilePath/De-Eingangstür.ogg"
15670,166,besinnen,Verb,De-besinnen.ogg,NYI,NYI,"bethink, consider, contemplate, recollect, reflect, bethink, consider, recall, recollect, reflect, remember",https://commons.wikimedia.org/wiki/Special:FilePath/De-besinnen.ogg
15671,166,zweihundert,Numerale,"",NYI,NYI,"two hundred",""
15672,166,Pierrot,Substantiv,"",NYI,NYI,Pierrot,""
15673,166,Magnet,Substantiv,De-Magnet.ogg,NYI,NYI,magnet,https://commons.wikimedia.org/wiki/Special:FilePath/De-Magnet.ogg
15675,166,Wasserhahn,Substantiv,De-Wasserhahn.ogg,NYI,NYI,"water tap, faucet",https://commons.wikimedia.org/wiki/Special:FilePath/De-Wasserhahn.ogg
15676,166,rothaarig,Adjektiv,De-rothaarig.ogg,NYI,NYI,redheaded,https://commons.wikimedia.org/wiki/Special:FilePath/De-rothaarig.ogg
15677,166,Festmahl,Substantiv,De-Festmahl.ogg,NYI,NYI,feast,https://commons.wikimedia.org/wiki/Special:FilePath/De-Festmahl.ogg
15679,166,Marshmallows,"Deklinierte Form","",NYI,NYI,"",""
15680,166,Essens,"Deklinierte Form","",NYI,NYI,"",""
15681,166,Fleischer,Substantiv,De-Fleischer.ogg,NYI,NYI,butcher,https://commons.wikimedia.org/wiki/Special:FilePath/De-Fleischer.ogg
15683,166,missverstehen,Verb,"",NYI,NYI,"misunderstand, misapprehend",""
15684,166,Aussprache,Substantiv,De-Aussprache.ogg,NYI,NYI,pronunciation,https://commons.wikimedia.org/wiki/Special:FilePath/De-Aussprache.ogg
15685,166,"verführerisch",Adjektiv,"De-verführerisch.ogg",NYI,NYI,"seductive, alluring, tempting","https://commons.wikimedia.org/wiki/Special:FilePath/De-verführerisch.ogg"
15686,166,Paragraph,Substantiv,De-Paragraph.ogg,NYI,NYI,paragraph,https://commons.wikimedia.org/wiki/Special:FilePath/De-Paragraph.ogg
15687,166,"Hühnern","Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Hühnern.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Hühnern.wav"
15688,166,"rösten",Verb,"}}, {{Audio",NYI,NYI,"dry roast, roast, calcine","https://commons.wikimedia.org/wiki/Special:FilePath/}}, {{Audio"
15689,166,fremdgehen,Verb,De-fremdgehen.ogg,NYI,NYI,"cheat, unfaithful, two-time",https://commons.wikimedia.org/wiki/Special:FilePath/De-fremdgehen.ogg
15690,166,Effekte,"Deklinierte Form",De-Effekte.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Effekte.ogg
15693,166,Camper,Substantiv,De-Camper.ogg,NYI,NYI,camper,https://commons.wikimedia.org/wiki/Special:FilePath/De-Camper.ogg
15694,166,Bedrohungen,"Deklinierte Form","",NYI,NYI,"",""
15695,166,Automatik,Substantiv,De-Automatik.ogg,NYI,NYI,"automatic, automatism, automatic, automatic transmission",https://commons.wikimedia.org/wiki/Special:FilePath/De-Automatik.ogg
15696,166,ignorant,Adjektiv,"",NYI,NYI,ignorant,""
15697,166,nachschlagen,Verb,De-nachschlagen.ogg,NYI,NYI,"look up, consult",https://commons.wikimedia.org/wiki/Special:FilePath/De-nachschlagen.ogg
15698,166,Tussis,"Deklinierte Form","",NYI,NYI,"",""
15699,166,Herausforderer,Substantiv,De-Herausforderer.ogg,NYI,NYI,challenger,https://commons.wikimedia.org/wiki/Special:FilePath/De-Herausforderer.ogg
15701,166,Salzwasser,Substantiv,De-Salzwasser.ogg,NYI,NYI,saltwater,https://commons.wikimedia.org/wiki/Special:FilePath/De-Salzwasser.ogg
15703,166,versessen,Adjektiv,"",NYI,NYI,"obsessed, intent",""
15704,166,"mutmaßlich",Adjektiv,"De-mutmaßlich.ogg",NYI,NYI,"alleged, presumed, conjectural, presumptive, putative","https://commons.wikimedia.org/wiki/Special:FilePath/De-mutmaßlich.ogg"
15705,166,Kreuzer,Substantiv,De-Kreuzer.ogg,NYI,NYI,"cruiser, Kreuzer",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kreuzer.ogg
15707,166,Einschlag,Substantiv,De-Einschlag.ogg,NYI,NYI,"striking, impact, element, felling, timber, lock, hem, weft, woof",https://commons.wikimedia.org/wiki/Special:FilePath/De-Einschlag.ogg
15708,166,exzentrisch,Adjektiv,De-exzentrisch.ogg,NYI,NYI,eccentric,https://commons.wikimedia.org/wiki/Special:FilePath/De-exzentrisch.ogg
15712,165,Schlachter,Substantiv,De-Schlachter.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schlachter.ogg
15713,165,"erträglich",Adjektiv,"De-erträglich.ogg",NYI,NYI,bearable,"https://commons.wikimedia.org/wiki/Special:FilePath/De-erträglich.ogg"
15715,165,Sa,"Abkürzung","",NYI,NYI,"",""
15716,165,lock,"Konjugierte Form","",NYI,NYI,"",""
15718,165,Sies,"Deklinierte Form","",NYI,NYI,"",""
15719,165,legitim,Adjektiv,De-legitim.ogg,NYI,NYI,legitimate,https://commons.wikimedia.org/wiki/Special:FilePath/De-legitim.ogg
15721,165,seitlich,Adjektiv,De-seitlich.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-seitlich.ogg
15722,165,Metal,Substantiv,De-Metal.ogg,NYI,NYI,"heavy metal, metal",https://commons.wikimedia.org/wiki/Special:FilePath/De-Metal.ogg
15723,165,Auslieferung,Substantiv,De-Auslieferung.ogg,NYI,NYI,"delivery, extradition",https://commons.wikimedia.org/wiki/Special:FilePath/De-Auslieferung.ogg
15724,165,Watts,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Watts.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Watts.wav"
15727,165,abgefahren,Adjektiv,De-abgefahren.ogg,NYI,NYI,"slick, cool",https://commons.wikimedia.org/wiki/Special:FilePath/De-abgefahren.ogg
15729,165,Lakaien,"Deklinierte Form","",NYI,NYI,"",""
15730,165,Stefanie,Vorname,De-Stefanie.ogg,NYI,NYI,"Fanny, Stephanie",https://commons.wikimedia.org/wiki/Special:FilePath/De-Stefanie.ogg
15732,165,"Düsseldorf",Toponym,"De-Düsseldorf.ogg",NYI,NYI,Duesseldorf,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Düsseldorf.ogg"
15734,165,Katastrophen,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Katastrophen.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Katastrophen.wav"
15735,165,speichel,"Konjugierte Form","",NYI,NYI,"",""
15739,165,"kopfüber",Adverb,"De-kopfüber.ogg",NYI,NYI,"headfirst, head first, headlong, head over heels","https://commons.wikimedia.org/wiki/Special:FilePath/De-kopfüber.ogg"
15740,165,"klär","Konjugierte Form","",NYI,NYI,"",""
15741,165,entfesseln,Verb,De-entfesseln.ogg,NYI,NYI,"unleash, unfetter, unbridle",https://commons.wikimedia.org/wiki/Special:FilePath/De-entfesseln.ogg
15742,165,Zusammensetzung,Substantiv,De-Zusammensetzung.ogg,NYI,NYI,"composition, ingredient|ingredients, structure, compound",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zusammensetzung.ogg
15743,165,"Annäherung",Substantiv,"De-Annäherung.ogg",NYI,NYI,"approach, convergence","https://commons.wikimedia.org/wiki/Special:FilePath/De-Annäherung.ogg"
15751,165,Quadratmeter,Substantiv,De-at-Quadratmeter.ogg,NYI,NYI,"square metre, square meter",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-Quadratmeter.ogg
15753,165,Mittelsmann,Substantiv,De-Mittelsmann.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mittelsmann.ogg
15757,165,"Einwanderungsbehörde",Substantiv,"De-Einwanderungsbehörde.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Einwanderungsbehörde.ogg"
15758,165,"Absätze","Deklinierte Form","",NYI,NYI,"",""
15762,165,Verfolger,Substantiv,"",NYI,NYI,"persuer, persecutor, spotlight",""
15765,164,Reisepass,Substantiv,De-Reisepass.ogg,NYI,NYI,passport,https://commons.wikimedia.org/wiki/Special:FilePath/De-Reisepass.ogg
15766,164,Ehrenmann,Substantiv,De-Ehrenmann.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Ehrenmann.ogg
15768,164,entflohen,Verb,"",NYI,NYI,"",""
15769,164,Betreuung,Substantiv,De-Betreuung.ogg,NYI,NYI,care,https://commons.wikimedia.org/wiki/Special:FilePath/De-Betreuung.ogg
15771,164,Heuchelei,Substantiv,De-Heuchelei.ogg,NYI,NYI,hypocrisy,https://commons.wikimedia.org/wiki/Special:FilePath/De-Heuchelei.ogg
15776,164,Herausgeber,Substantiv,De-Herausgeber.ogg,NYI,NYI,"publisher, anthologist, issuer, editor, emitter, issuer",https://commons.wikimedia.org/wiki/Special:FilePath/De-Herausgeber.ogg
15777,164,Mittelmeer,Toponym,De-Mittelmeer.ogg,NYI,NYI,"Mediterranean Sea, Mediterranean",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mittelmeer.ogg
15778,164,Servietten,"Deklinierte Form","",NYI,NYI,"",""
15780,164,Chemikalie,Substantiv,De-Chemikalie.ogg,NYI,NYI,chemical,https://commons.wikimedia.org/wiki/Special:FilePath/De-Chemikalie.ogg
15781,164,Kirsche,Substantiv,De-Kirsche.ogg,NYI,NYI,cherry,https://commons.wikimedia.org/wiki/Special:FilePath/De-Kirsche.ogg
15783,164,mausetot,Adjektiv,De-mausetot.ogg,NYI,NYI,"stone dead, dead as a dodo, as dead as a dodo, dead as a doornail, as dead as a doornail, dead as mutton, as dead as mutton",https://commons.wikimedia.org/wiki/Special:FilePath/De-mausetot.ogg
15784,164,Bauarbeiter,Substantiv,De-Bauarbeiter.ogg,NYI,NYI,"construction worker",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bauarbeiter.ogg
15786,164,derweil,Adverb,De-derweil.ogg,NYI,NYI,"meanwhile, in the meanwhile, meantime, in the meantime",https://commons.wikimedia.org/wiki/Special:FilePath/De-derweil.ogg
15787,164,Blowjob,Substantiv,De-Blowjob.ogg,NYI,NYI,"blow job, blow, job, blow job",https://commons.wikimedia.org/wiki/Special:FilePath/De-Blowjob.ogg
15790,164,Mayonnaise,Substantiv,De-Mayonnaise.ogg,NYI,NYI,mayonnaise,https://commons.wikimedia.org/wiki/Special:FilePath/De-Mayonnaise.ogg
15791,164,geleckt,Adjektiv,De-geleckt.ogg,NYI,NYI,"slick, spruced up, licked",https://commons.wikimedia.org/wiki/Special:FilePath/De-geleckt.ogg
15792,164,Gemeinsamkeiten,"Deklinierte Form",De-Gemeinsamkeiten.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gemeinsamkeiten.ogg
15793,164,Vir,"Abkürzung","",NYI,NYI,"",""
15794,164,belanglos,Adjektiv,De-belanglos.ogg,NYI,NYI,"fiddling, insignificant, meaningless, trifling, trivial, unimportant, irrelevant, of no importance, for, not influential",https://commons.wikimedia.org/wiki/Special:FilePath/De-belanglos.ogg
15795,164,Transaktionen,"Deklinierte Form","",NYI,NYI,"",""
15797,164,"Häfen","Deklinierte Form","De-Häfen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Häfen.ogg"
15798,164,Ernennung,Substantiv,De-Ernennung.ogg,NYI,NYI,appointment,https://commons.wikimedia.org/wiki/Special:FilePath/De-Ernennung.ogg
15799,164,label,"Konjugierte Form",De-label.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-label.ogg
15800,164,auftanken,Verb,"",NYI,NYI,"refuel, gas, fill up, recover, recuperate",""
15802,164,zwiebel,"Konjugierte Form","",NYI,NYI,"",""
15803,164,klitzeklein,Adjektiv,De-klitzeklein.ogg,NYI,NYI,itsy,https://commons.wikimedia.org/wiki/Special:FilePath/De-klitzeklein.ogg
15804,164,"Bildfläche",Substantiv,"De-Bildfläche.ogg",NYI,NYI,"screen, scene","https://commons.wikimedia.org/wiki/Special:FilePath/De-Bildfläche.ogg"
15807,164,staubig,Adjektiv,"",NYI,NYI,dusty,""
15809,164,"türke","Konjugierte Form","",NYI,NYI,"",""
15810,164,Bacon,Substantiv,"",NYI,NYI,bacon,""
15811,164,Sippe,Substantiv,De-Sippe.ogg,NYI,NYI,"kin, clan, tribe",https://commons.wikimedia.org/wiki/Special:FilePath/De-Sippe.ogg
15812,164,Nassau,Toponym,De-Nassau.ogg,NYI,NYI,Nassau,https://commons.wikimedia.org/wiki/Special:FilePath/De-Nassau.ogg
15813,164,Bierchen,Substantiv,De-Bierchen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bierchen.ogg
15814,164,"Röcke","Deklinierte Form","De-Röcke.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Röcke.ogg"
15816,164,Erbschaft,Substantiv,De-Erbschaft.ogg,NYI,NYI,"inheritance, heirship, heritage, legacy",https://commons.wikimedia.org/wiki/Special:FilePath/De-Erbschaft.ogg
15817,164,fortgegangen,"Partizip II",De-fortgegangen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-fortgegangen.ogg
15818,164,Katholik,Substantiv,"",NYI,NYI,Catholic,""
15819,164,Familienmitglieder,"Deklinierte Form",De-Familienmitglieder.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Familienmitglieder.ogg
15820,164,"Fahrgäste","Deklinierte Form","",NYI,NYI,"",""
15822,163,Verstopfung,Substantiv,De-Verstopfung.ogg,NYI,NYI,"costiveness, occlusion, plugging",https://commons.wikimedia.org/wiki/Special:FilePath/De-Verstopfung.ogg
15823,163,erarbeiten,Verb,"",NYI,NYI,"acquire, compile, achieve",""
15824,163,unverheiratet,Adjektiv,De-unverheiratet.ogg,NYI,NYI,unmarried,https://commons.wikimedia.org/wiki/Special:FilePath/De-unverheiratet.ogg
